source_platform,source_url,project_name,chain_or_vm,language,finding_id_or_title,severity_raw,severity_normalized,bug_family,attack_chain_stage,root_cause_type,exploit_prerequisites,fix_pattern,report_date,public_disclosure_date
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BABY BAKE Full Smart Contract Security Audit.pdf,Baby Bake Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BABY CAKE Full Smart Contract Security Audit.pdf,Baby Cake Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BABY FEG Full Smart Contract Security Audit.pdf,Baby Feg Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BABYSEC Full Smart Contract Security Audit.pdf,Babysec Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BABYXRP Full Smart Contract Security Audit.pdf,Babyxrp Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BASE RFI Full Smart Contract Security Audit.pdf,Base Rfi Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BICHON TOKENT Full Smart Contract Security Audit.pdf,Bichon Tokent Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BNB Diamond.pdf,Bnb Diamond,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BNB24x7.pdf,Bnb24X7,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BNBCharity Standart Smart Contract Security Audit.pdf,Bnbcharity Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BNBPay.pdf,Bnbpay,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BNBX Finance Full Smart Contract Security Audit.pdf,Bnbx Finance Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BODA Full Smart Contract Security Audit.pdf,Boda Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BOG-Token.pdf,Bog Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BOGECOIN  Full Smart Contract Security Audit.pdf,Bogecoin Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BOLAS Full Smart Contract Security Audit.pdf,Bolas Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BSCCROP.pdf,Bsccrop,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BSCTOOLS Full Smart Contract Security Audit.pdf,Bsctools Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BSCgemsLaunchpad.pdf,Bscgemslaunchpad,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BURNACE Full Smart Contract Security Audit.pdf,Burnace Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Baby Doge Burn.pdf,Baby Doge Burn,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Baby Matic.pdf,Baby Matic,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Baby Pig Token Full Smart Contract Security Audit.pdf,Baby Pig Token Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Baby Risu Full Smart Contract Security Audit.pdf,Baby Risu Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BabyBoxer Full Smart Contract Security Audit.pdf,Babyboxer Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BabyChicken.pdf,Babychicken,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BabyDogeInu Full Smart Contract Security Audit.pdf,Babydogeinu Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BabyMATIC.pdf,Babymatic,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BabyPiggy Full Smart Contract Security Audit.pdf,Babypiggy Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BabyPluto.pdf,Babypluto,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BabyPooCoin Full Smart Contract Security Audit.pdf,Babypoocoin Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BabyShark Full Smart Contract Security Audit.pdf,Babyshark Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bafe.pdf,Bafe,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BakeryDoge Full Smart Contract Security Audit.pdf,Bakerydoge Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BakerySweepStake.pdf,Bakerysweepstake,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BakeryTools.pdf,Bakerytools,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Ballbag Full Smart Contract Security Audit.pdf,Ballbag Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BananoDOS Smart Contract audit.pdf,Bananodos Smart Contract Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Banca.fi.pdf,Banca.Fi,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BankSocial.pdf,Banksocial,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Barbecue Full Smart Contract Security Audit.pdf,Barbecue Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bauble Full Smart Contract Security Audit (2).pdf,Bauble Full Smart Contract Security Audit (2),EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Becoswap.pdf,Becoswap,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bee Standart Smart Contract Security Audit.pdf,Bee Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Benswap.pdf,Benswap,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BetaPulsar.pdf,Betapulsar,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bezoge Earth.pdf,Bezoge Earth,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Big Doge Finance.pdf,Big Doge Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BigBabyDoge Full Smart Contract Security Audit.pdf,Bigbabydoge Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Billionaire Coin.pdf,Billionaire Coin,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bimp.Finance Full Smart Contract Security Audit (2).pdf,Bimp.Finance Full Smart Contract Security Audit (2),EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BinStarter Full Smart Contract Security Audit.pdf,Binstarter Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BinaKeyChain.pdf,Binakeychain,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Binance Apes Full Smart Contract Security Audit.pdf,Binance Apes Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Binance Credit.pdf,Binance Credit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BinanceFarm Full Smart Contract Security Audit.pdf,Binancefarm Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Birb Standart Smart Contract Security Audit (1).pdf,Birb Standart Smart Contract Security Audit (1),EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BitBlocks Finance v2.pdf,Bitblocks Finance V2,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bitcoin Banana.pdf,Bitcoin Banana,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bitcoin Desert Full Smart Contract Security Audit.pdf,Bitcoin Desert Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bitcoin Networks .pdf,Bitcoin Networks,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BitcoinMax.io Full Smart Contract Security Audit.pdf,Bitcoinmax.Io Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BitcoinReflect.finance.pdf,Bitcoinreflect.Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bitcoloan.pdf,Bitcoloan,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bitgatti Full Smart Contract Security Audit.pdf,Bitgatti Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Black Kishu Inu Full Smart Contract Security Audit.pdf,Black Kishu Inu Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BlackEyeGalaxy.pdf,Blackeyegalaxy,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BlackShiba.pdf,Blackshiba,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Blacksheep Smart Contract Security Audit.pdf,Blacksheep Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Blackswan Standart Smart Contract Security Audit (1).pdf,Blackswan Standart Smart Contract Security Audit (1),EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BlingKong Full Smart Contract Security Audit.pdf,Blingkong Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BlossomCoin Full Smart Contract Security Audit.pdf,Blossomcoin Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bluefox Full Smart Contract Security Audit.pdf,Bluefox Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BnbIncome Smart Contract Security Audit.pdf,Bnbincome Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BobCatSwap Full Smart Contract Security Audit.pdf,Bobcatswap Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bocker Inu Full Smart Contract Security Audit.pdf,Bocker Inu Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BoggieCoin Full Smart Contract Security Audit (1).pdf,Boggiecoin Full Smart Contract Security Audit (1),EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bone.pdf,Bone,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BongWeedCoin Full Smart Contract Security Audit.pdf,Bongweedcoin Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BoomCoin Full Smart Contract Security Audit.pdf,Boomcoin Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Boxer EcoSystem Full Smart Contract Security Audit.pdf,Boxer Ecosystem Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BoxerInu Full Smart Contract Security Audit.pdf,Boxerinu Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BoxerInu Standart Smart Contract Security Audit.pdf,Boxerinu Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bpad Smart Contract Security Audit.pdf,Bpad Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BridgeEcosystem Standart Smart Contract Security Audit.pdf,Bridgeecosystem Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BroCoin.pdf,Brocoin,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Brosispay.pdf,Brosispay,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BuckSwap Full Smart Contract Security Audit.pdf,Buckswap Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bugg Smart Contract Security Audit.pdf,Bugg Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BulleX Standart Smart Contract Security Audit.pdf,Bullex Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Bullmoon.pdf,Bullmoon,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BunnyJunior Full Smart Contract Security Audit.pdf,Bunnyjunior Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/BurnX 2.0 Full Smart Contract Security Audit.pdf,Burnx 2.0 Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CAKF Standart Smart Contract Security Audit.pdf,Cakf Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CAMEL Full Smart Contract Security Audit.pdf,Camel Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CBD Cash Protocol.pdf,Cbd Cash Protocol,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CHAD.pdf,Chad,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CHARIX TOKEN.pdf,Charix Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CHILDREN IN NEED TOKEN.pdf,Children In Need Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CISLAND Full Smart Contract Security Audit.pdf,Cisland Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CLOUT Full Smart Contract Security Audit.pdf,Clout Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/COCOPAD.pdf,Cocopad,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CODEX Full Smart Contract Security Audit.pdf,Codex Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/COIN ORACLE Full Smart Contract Security Audit.pdf,Coin Oracle Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/COLLECTIBLE Full Smart Contract Security Audit.pdf,Collectible Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CORX Standart Smart Contract Security Audit.pdf,Corx Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/COVID.pdf,Covid,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/COWBOY TOKEN Full Smart Contract Security Audit.pdf,Cowboy Token Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CREATOR MOON TOKEN.pdf,Creator Moon Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CRUDE Standart Smart Contract Security Audit.pdf,Crude Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CRYPTO PHOENIX Full Smart Contract Security Audit-2.pdf,Crypto Phoenix Full Smart Contract Security Audit 2,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CSW Standart Smart Contract Security Audit.pdf,Csw Standart Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CUMSTAR Full Smart Contract Security Audit.pdf,Cumstar Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Cakery Swap.pdf,Cakery Swap,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Cancelon Full Smart Contract Security Audit.pdf,Cancelon Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Caramel Full Smart Contract Security Audit.pdf,Caramel Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Cardana Full Smart Contract Security Audit.pdf,Cardana Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Cardence Full Smart Contract Security Audit.pdf,Cardence Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CarmaCoin Full Smart Contract Security Audit.pdf,Carmacoin Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Cashcowdefi Finance.pdf,Cashcowdefi Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CatJAM Full Smart Contract Security Audit.pdf,Catjam Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Catge.pdf,Catge,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Catnip Money.pdf,Catnip Money,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CatzCoin Full Smart Contract Security Audit.pdf,Catzcoin Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Cavapoo Full Smart Contract Security Audit.pdf,Cavapoo Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Celestial Finance.pdf,Celestial Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Cerberus.pdf,Cerberus,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Chadoge Full Smart Contract Security Audit.pdf,Chadoge Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/ChainCade.pdf,Chaincade,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Champion.pdf,Champion,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Charitas.pdf,Charitas,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Charity Coin Full Smart Contract Security Audit.pdf,Charity Coin Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Cheecoin Smart Contract Security Audit.pdf,Cheecoin Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/ChesterCoin Full Smart Contract Security Audit.pdf,Chestercoin Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Chihuahua Protocol.pdf,Chihuahua Protocol,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Chord Token.pdf,Chord Token,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Cinnamonroll.pdf,Cinnamonroll,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CleanOcean Full Smart Contract Security Audit.pdf,Cleanocean Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Climb Finance.pdf,Climb Finance,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Clown World Rising Full Smart Contract Security Audit.pdf,Clown World Rising Full Smart Contract Security Audit,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CoinLaunchPad.pdf,Coinlaunchpad,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/CoinSwap.pdf,Coinswap,EVM,Solidity,,,,,,,,,,
techrate_reports,https://github.com/TechRate/Smart-Contract-Audits/blob/main/2018-21 A-M/Cold Beer.pdf,Cold Beer,EVM,Solidity,,,,,,,,,,
